"id","gloss","stem","actual_phonology","model_phonology","type","language","num_morphemes","num_tokens","utterance_order","corpus_name","part_of_speech","speaker_code","speaker_name","speaker_role","target_child_name","target_child_age","target_child_sex","media_start","media_end","media_unit","collection_name","collection_id","corpus_id","speaker_id","target_child_id","transcript_id","clean_utterances","bin","dont_pos","condensed_pos","do"
1666295,"it doesn't come off now","it do come off now","",NA,"declarative","eng",7,5,800,"Higginson","pro:per mod v adv adv","MOT",NA,"Mother","April",25.0005133575638,"female",NA,NA,NA,"Eng-NA",2,56,3301,3300,6808,"it doesn't come off now","25-26","pro:per doesn't v adv adv","n mod v adv adv","doesn't"
1666527,"no he doesn't wipe his nose on you","no he do wipe his nose on you","",NA,"declarative","eng",10,8,683,"Higginson","co pro:sub mod v det:poss n prep pro:per","MOT",NA,"Mother","April",33.0006776319842,"female",NA,NA,NA,"Eng-NA",2,56,3301,3300,6810,"no he doesn't wipe his nose on you","33-34","co pro:sub doesn't v det:poss n prep pro:per","no:co n mod v det n prep n","doesn't"
1668462,"he doesn't have a nose","he do have a nose","",NA,"declarative","eng",7,5,788,"Higginson","pro:sub mod v det:art n","MOT",NA,"Mother","April",34.0006981662868,"female",NA,NA,NA,"Eng-NA",2,56,3301,3300,6811,"he doesn't have a nose","34-35","pro:sub doesn't v det:art n","n mod v det n","doesn't"
1669175,"well it doesn't","well it do","",NA,"trail off","eng",5,3,3771,"Bloom","co pro:per mod","MOT",NA,"Mother","Peter",29.723402944619,"male",7726.739,7730.501,"s","Eng-NA",2,52,3145,3144,6597,"well it doesn't","29-30","co pro:per doesn't","co n mod","doesn't"
1671686,"see he doesn't know who Snow_White is honey","see he do know who Snow_White be honey","",NA,"declarative","eng",11,8,940,"Higginson","v pro:sub mod v pro:rel n:prop cop co","MOT",NA,"Mother","April",33.0006776319842,"female",NA,NA,NA,"Eng-NA",2,56,3301,3300,6810,"see he doesn't know who Snow_White is honey","33-34","v pro:sub doesn't v pro:rel n:prop cop co","v n mod v n n cop co","doesn't"
1672705,"she doesn't have any friends huh","she do have any friend huh","",NA,"question","eng",9,6,1010,"Higginson","pro:sub mod v qn n co","MOT",NA,"Mother","April",33.0006776319842,"female",NA,NA,NA,"Eng-NA",2,56,3301,3300,6810,"she doesn't have any friends huh","33-34","pro:sub doesn't v qn n co","n mod v qn n co","doesn't"
1676067,"no it doesn't go there huh","no it do go there huh","",NA,"question","eng",8,6,660,"Higginson","co pro:per mod v adv co","MOT",NA,"Mother","June",18.0003696174459,"female",NA,NA,NA,"Eng-NA",2,56,3306,3305,6819,"no it doesn't go there huh","18-19","co pro:per doesn't v adv co","no:co n mod v adv co","doesn't"
1676104,"no it doesn't go there either","no it do go there either","",NA,"declarative","eng",8,6,664,"Higginson","co pro:per mod v adv adv","MOT",NA,"Mother","June",18.0003696174459,"female",NA,NA,NA,"Eng-NA",2,56,3306,3305,6819,"no it doesn't go there either","18-19","co pro:per doesn't v adv adv","no:co n mod v adv adv","doesn't"
1676333,"oh no he doesn't have any on his head just all over his body","oh no he do have any on his head just all over his body","",NA,"declarative","eng",16,14,1101,"Higginson","co co pro:sub mod v qn prep det:poss n adv adv prep det:poss n","MOT",NA,"Mother","April",34.0006981662868,"female",NA,NA,NA,"Eng-NA",2,56,3301,3300,6811,"oh no he doesn't have any on his head just all over his body","34-35","co co pro:sub doesn't v qn prep det:poss n adv adv prep det:poss n","co no:co n mod v qn prep det n adv adv prep det n","doesn't"
1677244,"no he doesn't make any noise does he","no he do make any noise do he","",NA,"question","eng",11,8,418,"Post","co pro:sub mod v qn n mod pro:sub","MOT",NA,"Mother","Lew",22.6575494363334,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6828,"no he doesn't make any noise does he","22-23","co pro:sub doesn't v qn n does pro:sub","no:co n mod v qn n mod n","doesn't"
1677291,"he doesn't make any noise","he do make any noise","",NA,"declarative","eng",7,5,424,"Post","pro:sub mod v qn n","MOT",NA,"Mother","Lew",22.6575494363334,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6828,"he doesn't make any noise","22-23","pro:sub doesn't v qn n","n mod v qn n","doesn't"
1678078,"it doesn't fit in there does it","it do fit in there do it","",NA,"declarative","eng",11,7,564,"Higginson","pro:per mod v prep n mod pro:per","MOT",NA,"Mother","June",19.0003901517485,"female",NA,NA,NA,"Eng-NA",2,56,3306,3305,6821,"it doesn't fit in there does it","19-20","pro:per doesn't v prep n does pro:per","n mod v prep n mod n","doesn't"
1679306,"that one doesn't wanna go","that one do want go","",NA,"declarative","eng",8,5,80,"Post","det:dem pro:indef mod v v","MOT",NA,"Mother","Lew",26.9204706462145,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6832,"that one doesn't wanna go","26-27","det:dem pro:indef doesn't v v","det n mod v v","doesn't"
1680381,"this one doesn't he's a toy","this one do he a toy","",NA,"declarative","eng",9,6,281,"Post","pro:dem pro:indef mod pro:sub det:art n","MOT",NA,"Mother","Lew",26.9204706462145,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6832,"this one doesn't he's a toy","26-27","pro:dem pro:indef doesn't pro:sub det:art n","n n mod n det n","doesn't"
1682027,"I don't know it doesn't have their names","I do know it do have their name","",NA,"declarative","eng",12,8,668,"Post","pro:sub mod v pro:per mod v det:poss n","MOT",NA,"Mother","Lew",25.7233208074088,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6831,"I don't know it doesn't have their names","25-26","pro:sub don't v pro:per doesn't v det:poss n","n mod v n mod v det n","doesn't"
1682133,"he doesn't go on there does he","he do go on there do he","",NA,"question","eng",10,7,580,"Post","pro:sub mod v prep n mod pro:sub","MOT",NA,"Mother","Lew",26.9204706462145,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6832,"he doesn't go on there does he","26-27","pro:sub doesn't v prep n does pro:sub","n mod v prep n mod n","doesn't"
1685098,"no she doesn't you dropped yours in there","no she do you drop yours in there","",NA,"declarative","eng",11,8,104,"Post","co pro:sub mod pro:per v pro:poss prep n","MOT",NA,"Mother","Lew",31.2306207519662,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6834,"no she doesn't you dropped yours in there","31-32","co pro:sub doesn't pro:per v pro:poss prep n","no:co n mod n v n prep n","doesn't"
1685407,"that doesn't look like it will fit","that do look like it will fit","",NA,"declarative","eng",10,7,120,"Higginson","pro:dem mod v conj pro:per mod v","MOT",NA,"Mother","June",20.000410686051,"female",NA,NA,NA,"Eng-NA",2,56,3306,3305,6823,"that doesn't look like it will fit","20-21","pro:dem doesn't v conj pro:per mod v","n mod v conj n mod v","doesn't"
1689393,"but that doesn't stop Mail Critter did we skip a page","but that do stop Mail Critter do we skip a page","",NA,"question","eng",14,11,1003,"Post","conj pro:dem mod v n:prop n:prop mod pro:sub v det:art n","MOT",NA,"Mother","Lew",27.8219265282655,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6833,"but that doesn't stop Mail Critter did we skip a page","27-28","conj pro:dem doesn't v n:prop n:prop did pro:sub v det:art n","conj n mod v n n mod n v det n","doesn't"
1689476,"but that doesn't stop Mail Critter","but that do stop Mail Critter","",NA,"declarative","eng",8,6,1014,"Post","conj pro:dem mod v n:prop n:prop","MOT",NA,"Mother","Lew",27.8219265282655,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6833,"but that doesn't stop Mail Critter","27-28","conj pro:dem doesn't v n:prop n:prop","conj n mod v n n","doesn't"
1689527,"but that doesn't stop Mail Critter","but that do stop Mail Critter","",NA,"declarative","eng",8,6,1021,"Post","conj pro:dem mod v n:prop n:prop","MOT",NA,"Mother","Lew",27.8219265282655,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6833,"but that doesn't stop Mail Critter","27-28","conj pro:dem doesn't v n:prop n:prop","conj n mod v n n","doesn't"
1689568,"but that doesn't stop Mail Critter either","but that do stop Mail Critter either","",NA,"declarative","eng",9,7,1026,"Post","conj pro:dem mod v n:prop n:prop adv","MOT",NA,"Mother","Lew",27.8219265282655,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6833,"but that doesn't stop Mail Critter either","27-28","conj pro:dem doesn't v n:prop n:prop adv","conj n mod v n n adv","doesn't"
1690360,"rooster and he doesn't have a turkey does he","rooster and he do have a turkey do he","",NA,"question","eng",12,9,1125,"Post","n coord pro:sub mod v det:art n mod pro:sub","MOT",NA,"Mother","Lew",27.8219265282655,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6833,"rooster and he doesn't have a turkey does he","27-28","n coord pro:sub doesn't v det:art n does pro:sub","n coord n mod v det n mod n","doesn't"
1692373,"oh she's full her tummy's full she doesn't want that bottle","oh she full her tum full she do want that bottle","",NA,"declarative","eng",17,11,387,"Post","co pro:sub adj det:poss adj adj pro:sub mod v pro:dem v","MOT",NA,"Mother","Lew",30.132035565412,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6836,"oh she's full her tummy's full she doesn't want that bottle","30-31","co pro:sub adj det:poss adj adj pro:sub doesn't v pro:dem v","co n adj det adj adj n mod v n v","doesn't"
1693804,"don't pull on that that doesn't look that that oh it comes off","do pull on that that do look that that oh it come off","",NA,"declarative","eng",17,13,30,"Post","mod v prep det:dem pro:dem mod v adv pro:rel co pro:per v adv","MOT",NA,"Mother","Tow",20.1318302223865,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6849,"don't pull on that that doesn't look that that oh it comes off","20-21","don't v prep det:dem pro:dem doesn't v adv pro:rel co pro:per v adv","mod v prep det n mod v adv n co n v adv","doesn't"
1694804,"you better put a driver in so it doesn't wreck","you good put a drive in so it do wreck","",NA,"declarative","eng",16,10,492,"Post","pro:per adj v det:art n prep conj pro:per mod n","MOT",NA,"Mother","Tow",20.1318302223865,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6849,"you better put a driver in so it doesn't wreck","20-21","pro:per adj v det:art n prep conj pro:per doesn't n","n adj v det n prep conj n mod n","doesn't"
1696399,"she doesn't wanna","she do want","",NA,"declarative","eng",6,3,834,"Post","pro:sub mod v","MOT",NA,"Mother","Tow",20.1318302223865,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6849,"she doesn't wanna","20-21","pro:sub doesn't v","n mod v","doesn't"
1698064,"no that doesn't come off","no that do come off","",NA,"declarative","eng",7,5,61,"Post","qn pro:dem mod v adv","MOT",NA,"Mother","She",24.6904453890224,"female",NA,NA,NA,"Eng-NA",2,57,3321,3320,6843,"no that doesn't come off","24-25","qn pro:dem doesn't v adv","no:qn n mod v adv","doesn't"
1700050,"she doesn't wanna wear it you wear it","she do want wear it you wear it","",NA,"declarative","eng",11,8,219,"Post","pro:sub mod v v pro:per pro:per v pro:per","MOT",NA,"Mother","She",22.7889689726688,"female",NA,NA,NA,"Eng-NA",2,57,3321,3320,6841,"she doesn't wanna wear it you wear it","22-23","pro:sub doesn't v v pro:per pro:per v pro:per","n mod v v n n v n","doesn't"
1700083,"no Kalie that doesn't go in there","no Kalie that do go in there","",NA,"declarative","eng",9,7,703,"Post","co n:prop adv mod v prep n","MOT",NA,"Mother","Tow",23.6904248547198,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6852,"no Kalie that doesn't go in there","23-24","co n:prop adv doesn't v prep n","no:co n adv mod v prep n","doesn't"
1700502,"it doesn't do anything","it do do anything","",NA,"declarative","eng",6,4,753,"Post","pro:per mod v pro:indef","MOT",NA,"Mother","Tow",23.6904248547198,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6852,"it doesn't do anything","23-24","pro:per doesn't do pro:indef","n mod v n","doesn't"
1700795,"he doesn't have your mail","he do have your mail","",NA,"declarative","eng",7,5,120,"Post","pro:sub mod v det:poss n","MOT",NA,"Mother","Tow",27.7890716441816,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6856,"he doesn't have your mail","27-28","pro:sub doesn't v det:poss n","n mod v det n","doesn't"
1701307,"well it doesn't bother her any","well it do bother her any","",NA,"declarative","eng",8,6,168,"Post","co pro:per mod v pro:obj qn","MOT",NA,"Mother","Tow",27.7890716441816,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6856,"well it doesn't bother her any","27-28","co pro:per doesn't v pro:obj qn","co n mod v n qn","doesn't"
1701351,"daddy leaves about one doesn't he","daddy leave about one do he","",NA,"question","eng",9,6,845,"Post","n v prep det:num mod pro:sub","MOT",NA,"Mother","Tow",23.6904248547198,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6852,"daddy leaves about one doesn't he","23-24","n v prep det:num doesn't pro:sub","n v prep det mod n","doesn't"
1701778,"he doesn't like for you to do that","he do like for you to do that","",NA,"declarative","eng",10,8,245,"Post","pro:sub mod co prep pro:per inf v pro:dem","MOT",NA,"Mother","Tow",27.7890716441816,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6856,"he doesn't like for you to do that","27-28","pro:sub doesn't co prep pro:per inf do pro:dem","n mod co prep n inf v n","doesn't"
1703238,"but that doesn't stop mail critter","but that do stop mail critter","",NA,"declarative","eng",8,6,1018,"Post","conj pro:dem mod n n n","MOT",NA,"Mother","Tow",23.6904248547198,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6852,"but that doesn't stop mail critter","23-24","conj pro:dem doesn't n n n","conj n mod n n n","doesn't"
1704076,"it doesn't work that way see","it do work that way see","",NA,"question","eng",8,6,544,"Post","pro:per mod v det:dem n v","MOT",NA,"Mother","Tow",24.7890100412739,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6854,"it doesn't work that way see","24-25","pro:per doesn't v det:dem n v","n mod v det n v","doesn't"
1704699,"no it doesn't","no it do","",NA,"declarative","eng",5,3,458,"Post","co pro:per mod","MOT",NA,"Mother","Tow",27.7890716441816,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6856,"no it doesn't","27-28","co pro:per doesn't","no:co n mod","doesn't"
1704718,"it doesn't say snake bite wrestle","it do say snake bite wrestle","",NA,"declarative","eng",8,6,460,"Post","pro:per mod v n n v","MOT",NA,"Mother","Tow",27.7890716441816,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6856,"it doesn't say snake bite wrestle","27-28","pro:per doesn't v n n v","n mod v n n v","doesn't"
1706039,"oh no she doesn't need that now","oh no she do need that now","",NA,"declarative","eng",9,7,52,"Brown","co co pro:sub mod v pro:dem adv","MOT",NA,"Mother","Adam",28.9862214829873,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6862,"oh no she doesn't need that now","28-29","co co pro:sub doesn't v pro:dem adv","co no:co n mod v n adv","doesn't"
1706252,"it doesn't belong there","it do belong there","",NA,"declarative","eng",6,4,585,"Brown","pro:per mod v adv","MOT",NA,"Mother","Adam",27.5919423396784,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6859,"it doesn't belong there","27-28","pro:per doesn't v adv","n mod v adv","doesn't"
1707053,"it doesn't have nose","it do have nose","",NA,"declarative","eng",6,4,694,"Brown","pro:per mod v n","MOT",NA,"Mother","Adam",27.5919423396784,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6859,"it doesn't have nose","27-28","pro:per doesn't v n","n mod v n","doesn't"
1707508,"no it doesn't go there","no it do go there","",NA,"declarative","eng",7,5,282,"Brown","co pro:per mod v adv","MOT",NA,"Mother","Adam",28.4933982217294,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6861,"no it doesn't go there","28-29","co pro:per doesn't v adv","no:co n mod v adv","doesn't"
1708081,"yes it does sound like sand but it doesn't have any sand in it","yes it do sound like sand but it do have any sand in it","",NA,"declarative","eng",17,14,400,"Brown","co pro:per mod n v n conj pro:per mod v qn n prep pro:per","MOT",NA,"Mother","Adam",28.0991396127231,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6860,"yes it does sound like sand but it doesn't have any sand in it","28-29","co pro:per does n v n conj pro:per doesn't v qn n prep pro:per","co n mod n v n conj n mod v qn n prep n","doesn't"
1709115,"oh he doesn't","oh he do","",NA,"question","eng",5,3,546,"Post","co pro:sub mod","MOT",NA,"Mother","Tow",27.7890716441816,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6856,"oh he doesn't","27-28","co pro:sub doesn't","co n mod","doesn't"
1709234,"he doesn't want any water I don't think","he do want any water I do think","",NA,"declarative","eng",11,8,978,"Brown","pro:sub mod v qn n pro:sub mod v","MOT",NA,"Mother","Adam",27.5919423396784,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6859,"he doesn't want any water I don't think","27-28","pro:sub doesn't v qn n pro:sub don't v","n mod v qn n n mod v","doesn't"
1711780,"no that doesn't stink that's a squirrel that's not a skunk","no that do stink that a squirrel that not a skunk","",NA,"declarative","eng",15,11,771,"Post","co adv mod n pro:rel det:art n pro:rel neg det:art n","MOT",NA,"Mother","Tow",26.8876157621306,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6855,"no that doesn't stink that's a squirrel that's not a skunk","26-27","co adv doesn't n pro:rel det:art n pro:rel neg det:art n","no:co adv mod n n det n n not det n","doesn't"
1711880,"no he doesn't make noise thought he would squeak didn't ya","no he do make noise think he will squeak do you","",NA,"question","eng",17,11,445,"Post","co pro:sub mod v n v pro:sub mod n mod pro:per","MOT",NA,"Mother","Lew",32.2306412862687,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6837,"no he doesn't make noise thought he would squeak didn't ya","32-33","co pro:sub doesn't v n v pro:sub mod n didn't pro:per","no:co n mod v n v n mod n mod n","doesn't"
1711900,"nope no noise he doesn't squeak he looks like a squeaky toy don't he","nope no noise he do squeak he look like a squeak toy do he","",NA,"question","eng",20,14,447,"Post","co qn n pro:sub mod n pro:sub v conj det:art adj n mod pro:sub","MOT",NA,"Mother","Lew",32.2306412862687,"female",NA,NA,NA,"Eng-NA",2,57,3313,3312,6837,"nope no noise he doesn't squeak he looks like a squeaky toy don't he","32-33","co qn n pro:sub doesn't n pro:sub v conj det:art adj n don't pro:sub","co no:qn n n mod n n v conj det adj n mod n","doesn't"
1712898,"well he doesn't want that paper","well he do want that paper","",NA,"declarative","eng",8,6,825,"Brown","co pro:sub mod v comp n","MOT",NA,"Mother","Adam",28.4933982217294,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6861,"well he doesn't want that paper","28-29","co pro:sub doesn't v comp n","co n mod v comp n","doesn't"
1713265,"it doesn't come out down there at the other end","it do come out down there at the other end","",NA,"declarative","eng",12,10,867,"Brown","pro:per mod v adv adv adv prep det:art qn n","MOT",NA,"Mother","Adam",28.4933982217294,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6861,"it doesn't come out down there at the other end","28-29","pro:per doesn't v adv adv adv prep det:art qn n","n mod v adv adv adv prep det qn n","doesn't"
1713364,"it doesn't belong there just because there is a little hole","it do belong there just because there be a little hole","",NA,"declarative","eng",14,11,877,"Brown","pro:per mod v adv adv conj adv cop det:art adj n","MOT",NA,"Mother","Adam",28.4933982217294,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6861,"it doesn't belong there just because there is a little hole","28-29","pro:per doesn't v adv adv conj adv cop det:art adj n","n mod v adv adv conj adv cop det adj n","doesn't"
1713395,"that doesn't belong there either","that do belong there either","",NA,"declarative","eng",7,5,880,"Brown","pro:dem mod v adv adv","MOT",NA,"Mother","Adam",28.4933982217294,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6861,"that doesn't belong there either","28-29","pro:dem doesn't v adv adv","n mod v adv adv","doesn't"
1713864,"he doesn't want that tractor up his back","he do want that tractor up his back","",NA,"declarative","eng",10,8,149,"Brown","pro:sub mod v comp n adv det:poss n","MOT",NA,"Mother","Adam",30.5591490585022,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6864,"he doesn't want that tractor up his back","30-31","pro:sub doesn't v comp n adv det:poss n","n mod v comp n adv det n","doesn't"
1715814,"it doesn't go in your mouth does it","it do go in your mouth do it","",NA,"question","eng",11,8,1624,"Brown","pro:per mod v prep det:poss n mod pro:per","MOT",NA,"Mother","Adam",27.5919423396784,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6859,"it doesn't go in your mouth does it","27-28","pro:per doesn't v prep det:poss n does pro:per","n mod v prep det n mod n","doesn't"
1716789,"no he doesn't want the dirty pencil in his mouth","no he do want the dirt pencil in his mouth","",NA,"declarative","eng",14,10,369,"Brown","co pro:sub mod v det:art adj n prep det:poss n","MOT",NA,"Mother","Adam",31.033491447463,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6866,"no he doesn't want the dirty pencil in his mouth","31-32","co pro:sub doesn't v det:art adj n prep det:poss n","no:co n mod v det adj n prep det n","doesn't"
1716833,"it doesn't taste good does it","it do taste good do it","",NA,"question","eng",9,6,374,"Brown","pro:per mod v adj mod pro:per","MOT",NA,"Mother","Adam",31.033491447463,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6866,"it doesn't taste good does it","31-32","pro:per doesn't v adj does pro:per","n mod v adj mod n","doesn't"
1717380,"because she doesn't","because she do","",NA,"declarative","eng",5,3,986,"Post","conj pro:sub mod","MOT",NA,"Mother","Tow",24.7890100412739,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6854,"because she doesn't","24-25","conj pro:sub doesn't","conj n mod","doesn't"
1717940,"no it doesn't it's just pretend money","no it do it just pretend money","",NA,"declarative","eng",10,7,59,"Post","co pro:per mod pro:per adj adj n","MOT",NA,"Mother","Tow",25.7233208074088,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6853,"no it doesn't it's just pretend money","25-26","co pro:per doesn't pro:per adj adj n","no:co n mod n adj adj n","doesn't"
1718203,"that looks more like a real one doesn't it","that look more like a real one do it","",NA,"question","eng",12,9,90,"Post","adv v adv prep det:art adj pro:indef mod pro:per","MOT",NA,"Mother","Tow",21.2961251771084,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6850,"that looks more like a real one doesn't it","21-22","adv v adv prep det:art adj pro:indef doesn't pro:per","adv v adv prep det adj n mod n","doesn't"
1718888,"this one doesn't close","this one do close","",NA,"declarative","eng",6,4,27,"Post","pro:dem pro:indef mod v","MOT",NA,"Mother","Tow",19.1646645721678,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6848,"this one doesn't close","19-20","pro:dem pro:indef doesn't v","n n mod v","doesn't"
1719054,"she doesn't wanna trade","she do want trade","",NA,"declarative","eng",7,4,1004,"Post","pro:sub mod v v","MOT",NA,"Mother","Tow",27.7890716441816,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6856,"she doesn't wanna trade","27-28","pro:sub doesn't v v","n mod v v","doesn't"
1719388,"that doesn't come off Kalie don't try to pull it off","that do come off Kalie do try to pull it off","",NA,"declarative","eng",14,11,210,"Post","pro:dem mod v prep n:prop mod v inf v pro:per adv","MOT",NA,"Mother","Tow",21.2961251771084,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6850,"that doesn't come off Kalie don't try to pull it off","21-22","pro:dem doesn't v prep n:prop don't v inf v pro:per adv","n mod v prep n mod v inf v n adv","doesn't"
1719965,"he doesn't have a nose does he","he do have a nose do he","",NA,"question","eng",10,7,375,"Post","pro:sub mod v det:art n v pro:sub","MOT",NA,"Mother","Tow",29.0991601470256,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6857,"he doesn't have a nose does he","29-30","pro:sub doesn't v det:art n does pro:sub","n mod v det n v n","doesn't"
1720314,"no he doesn't does he","no he do do he","",NA,"question","eng",8,5,1108,"Post","co pro:sub mod v pro:sub","MOT",NA,"Mother","Tow",26.8876157621306,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6855,"no he doesn't does he","26-27","co pro:sub doesn't does pro:sub","no:co n mod v n","doesn't"
1720718,"no he doesn't go there Kalie","no he do go there Kalie","",NA,"declarative","eng",8,6,1148,"Post","co pro:sub mod v adv n:prop","MOT",NA,"Mother","Tow",26.8876157621306,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6855,"no he doesn't go there Kalie","26-27","co pro:sub doesn't v adv n:prop","no:co n mod v adv n","doesn't"
1720866,"no it doesn't go there","no it do go there","",NA,"declarative","eng",7,5,210,"Post","co pro:per mod v adv","MOT",NA,"Mother","Tow",19.1646645721678,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6848,"no it doesn't go there","19-20","co pro:per doesn't v adv","no:co n mod v adv","doesn't"
1720874,"no it doesn't go there","no it do go there","",NA,"declarative","eng",7,5,211,"Post","co pro:per mod v adv","MOT",NA,"Mother","Tow",19.1646645721678,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6848,"no it doesn't go there","19-20","co pro:per doesn't v adv","no:co n mod v adv","doesn't"
1721143,"that one doesn't have wings","that one do have wing","",NA,"declarative","eng",8,5,1339,"Post","det:dem pro:indef mod v n","MOT",NA,"Mother","Tow",24.7890100412739,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6854,"that one doesn't have wings","24-25","det:dem pro:indef doesn't v n","det n mod v n","doesn't"
1722018,"no that one doesn't go there","no that one do go there","",NA,"declarative","eng",8,6,345,"Post","qn det:dem pro:indef mod v adv","MOT",NA,"Mother","Tow",19.1646645721678,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6848,"no that one doesn't go there","19-20","qn det:dem pro:indef doesn't v adv","no:qn det n mod v adv","doesn't"
1724139,"no that doesn't open","no that do open","",NA,"declarative","eng",6,4,566,"Post","qn pro:dem mod v","MOT",NA,"Mother","Tow",19.1646645721678,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6848,"no that doesn't open","19-20","qn pro:dem doesn't v","no:qn n mod v","doesn't"
1724192,"that one doesn't go to that puzzle","that one do go to that puzzle","",NA,"declarative","eng",9,7,703,"Post","det:dem pro:indef mod v prep det:dem n","MOT",NA,"Mother","Tow",21.2961251771084,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6850,"that one doesn't go to that puzzle","21-22","det:dem pro:indef doesn't v prep det:dem n","det n mod v prep det n","doesn't"
1724949,"he doesn't watch Bozo","he do watch Bozo","",NA,"declarative","eng",6,4,741,"Brown","pro:sub mod v n:prop","MOT",NA,"Mother","Adam",29.3948541037804,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6863,"he doesn't watch Bozo","29-30","pro:sub doesn't v n:prop","n mod v n","doesn't"
1725528,"he doesn't wanna blow","he do want blow","",NA,"declarative","eng",7,4,780,"Brown","pro:sub mod v v","MOT",NA,"Mother","Adam",29.3948541037804,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6863,"he doesn't wanna blow","29-30","pro:sub doesn't v v","n mod v v","doesn't"
1725714,"no it doesn't get plugged in Adam","no it do get plug in Adam","",NA,"declarative","eng",10,7,650,"Brown","co pro:per mod v v prep n:prop","MOT",NA,"Mother","Adam",30.5591490585022,"male",NA,NA,NA,"Eng-NA",2,58,3331,3330,6864,"no it doesn't get plugged in Adam","30-31","co pro:per doesn't v v prep n:prop","no:co n mod v v prep n","doesn't"
1726555,"she doesn't have any","she do have any","",NA,"declarative","eng",6,4,398,"Post","pro:sub mod v qn","MOT",NA,"Mother","Tow",22.4932750159141,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6851,"she doesn't have any","22-23","pro:sub doesn't v qn","n mod v qn","doesn't"
1726991,"she doesn't fit too good there ya go","she do fit too good there you go","",NA,"declarative","eng",11,8,1056,"Post","pro:sub mod v adv adj adv pro:per v","MOT",NA,"Mother","Tow",29.0991601470256,"female",NA,NA,NA,"Eng-NA",2,57,3327,3326,6857,"she doesn't fit too good there ya go","29-30","pro:sub doesn't v adv adj adv pro:per v","n mod v adv adj adv n v","doesn't"
