Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
learning	labeling	o	not	n	book	it	it	Mother	it 's not a big book it 's just a small book	37
learning	labeling	o	n't	pro	that	NONE	NONE	Mother	is n't that what the trains say	37
learning	labeling	o	no	n	train	it	it	Target_Child	it 's no train	37
learning	labeling	o	not	adj	good	that	that	Mother	that 's not so good is it	37
learning	labeling	give	not	adj	good	I	I	Mother	I 'll give you fifty pence for that kiss because that was not quite as good as the first but jolly nice	37
learning	labeling	o	not	pro	mine	that	that	Target_Child	that 's not mine	68
learning	labeling	o	not	n	telephone	that	that	Mother	that 's not the telephone	27
learning	labeling	o	not	adj	ease	it	it	Mother	it 's not easy to spread	31
learning	labeling	o	not	n	bite	that	that	Mother	oh that 's not a bite	31
learning	labeling	o	not	adj	nice	it	it	Mother	but it 's not nice to stare now is it	31
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice is it	31
learning	labeling	o	not	adj	same	that	that	Mother	but that 's not the same is it	31
learning	labeling	o	not	pro	he	he	he	Mother	he 's not here is he	31
learning	labeling	o	not	pro	he	he	he	Mother	he 's not here is he	31
learning	labeling	o	n't	adj	nice	NONE	NONE	Mother	that is n't nice is it	31
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	31
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not quite sure what they 're for	36
learning	labeling	o	not	n	sausage	they	they	Mother	they 're not sausages	36
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice is it	36
learning	labeling	o	not	adj	nice	it	it	Mother	it 's not nice for a start	36
learning	labeling	o	not	n	boot	they	they	Mother	they 're not boots	36
learning	labeling	see	not	adj	good	you	you	Mother	oh you see I 'm not very good with the Tweenies am I	36
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	36
learning	labeling	o	not	n	Bert	it	it	Mother	it 's not Bert	25
learning	labeling	o	no	n	place	that	that	Mother	oh that 's no place for your sandals son	41
learning	labeling	o	no	adj	good	it	it	Mother	it 's no good	41
learning	labeling	o	not	n	card	I	I	Father	I 'm not your bad cards	56
learning	labeling	o	not	n	Ross	that	that	Father	that 's not nice Ross	56
learning	labeling	hurt	not	adj	violent	television	television	Target_Child	television does n't hurt anybody and they 're not really violent	56
learning	labeling	o	not	adj	happy	I	I	Mother	I 'm not very happy though	30
learning	labeling	o	not	adj	upset	it	it	Mother	I 'm not too upset about it raining because it 's only a few spots is n't it	30
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not very nice	30
learning	labeling	o	n't	n	pink	yours	yours	Mother	yours are n't pink	30
learning	labeling	o	not	adj	fair	that	that	Mother	and that 's not fair is it	30
learning	labeling	o	n't	adj	nice	NONE	NONE	Father	that was n't nice of you	18
learning	labeling	o	n't	n	Titans	Titans	Titans	Mother	mm the Dallas Titans are n't the Dallas Titans anymore	36
learning	labeling	o	n't	n	book	NONE	NONE	Mother	is n't that a nice book	36
learning	labeling	o	not	n	drawing	you	you	Mother	you 're not drawing	36
learning	labeling	grab	not	adj	nice	it	it	Mother	do not grab like that it 's not nice	36
learning	labeling	o	n't	adj	fun	NONE	NONE	Mother	is n't that funny	29
learning	labeling	o	not	n	toy	they	they	Mother	they 're not toys	29
learning	labeling	o	not	n	toy	I	I	Target_Child	I 'm not a toy	29
learning	labeling	o	not	n	toy	they	they	Target_Child	they 're not toys	29
learning	labeling	o	not	n	bed	that	that	Target_Child	that 's not my bed	29
learning	labeling	o	not	n	bed	that	that	Target_Child	that 's not your bed that 's Jwww's bed	29
learning	labeling	o	not	adj	hungry	I	I	Target_Child	no I 'm not that hungry but you can cook me something	39
learning	labeling	o	not	n	apple	that	that	Mother	that 's not an apple	24
learning	labeling	o	n't	n	Shem	name	name	Target_Child	my name is n't Shem	26
learning	labeling	o	not	n	Susie	that	that	Mother	no that 's not Susie	22
learning	labeling	o	n't	adj	hungry	he	he	Mother	now he was n't hungry anymore and he was n't a little caterpillar anymore	67
learning	labeling	be	n't	n	caterpillar	he	he	Mother	now he was n't hungry anymore and he was n't a little caterpillar anymore	67
learning	labeling	o	not	adj	tall	elephants	elephant	Mother	Asian elephants are not as tall as their African cousins	67
learning	labeling	know	n't	n	beginning	ya	you	Mother	ya know this is n't the beginning	29
learning	labeling	o	not	pro	ours	that	that	Mother	that 's not ours	29
learning	labeling	o	not	pro	ours	it	it	Mother	well it 's not ours	29
learning	labeling	o	no	n	bargain	NONE	NONE	Mother	well that 's no bargain huh	29
learning	labeling	o	not	n	dime	that	that	Mother	that 's not a dime this	29
learning	labeling	o	not	pro	one	that	that	Mother	that 's not a one	29
learning	labeling	o	not	n	money	it	it	Mother	well it 's not our money	29
learning	labeling	o	not	n	way	that	that	Target_Child	no that 's not the way	31
learning	labeling	o	not	adj	large	that	that	Target_Child	that 's not very large I 'm not ready	31
learning	labeling	be	not	adj	ready	that	that	Target_Child	that 's not very large I 'm not ready	31
learning	labeling	o	n't	n	thread	it	it	Target_Child	it is n't thread it 's darning cotton	31
learning	labeling	o	n't	n	Towser	t	it	Target_Child	t is n't Towser either	31
learning	labeling	o	n't	n	Towser	it	it	Target_Child	no it was n't Towser either it was Bounce	31
learning	labeling	o	n't	adj	dog	t	it	Target_Child	t is n't a doggy	31
learning	labeling	o	not	n	piece	that	that	Target_Child	that 's not very good piece of paper	31
learning	labeling	o	n't	n	bugger	t	it	Target_Child	t is n't a big bugger either	31
learning	labeling	o	not	adj	ready	I	I	Target_Child	I 'm not quite ready	31
learning	labeling	o	not	adj	dangerous	they	they	Target_Child	they are not dangerous for Margaret are they	31
learning	labeling	o	not	n	bucket	that	that	Target_Child	no that 's not a little bucket	31
learning	labeling	o	n't	n	midget	t	it	Target_Child	t is n't little midget	31
learning	labeling	o	not	adj	good	that	that	Mother	alright alright that 's not good	31
learning	labeling	o	not	adj	good	that	that	Mother	that 's not good alright	31
learning	labeling	o	not	n	room	that	that	Mother	that is not your room let 's go	31
learning	labeling	o	not	n	apple	it	it	Mother	no it 's not an apple	24
learning	labeling	o	n't	adj	fuzz	apples	apple	Mother	apples are n't fuzzy	24
learning	labeling	o	not	adj	real	that	that	Mother	that 's not real	24
learning	labeling	o	not	n	eagle	it	it	Mother	ah it 's not an eagle	24
learning	labeling	o	not	n	elephant	that	that	Mother	no that 's not an elephant what is it	24
learning	labeling	o	not	n	lion	that	that	Mother	no that 's not a lion that 's a cheetah	24
learning	labeling	o	n't	n	fun	choking	choke	Mother	choking is n't fun	18
learning	labeling	o	not	adj	correct	something	something	Mother	something is not correct	32
learning	labeling	think	not	adj	sure	I	I	Mother	I think they 're iguanas but I 'm not sure	32
learning	labeling	okay	no	n	deal	NONE	NONE	Mother	oh no that 's okay that 's no big deal	32
learning	labeling	o	not	adj	fun	that	that	Mother	that is not funny I 'm stuck	32
learning	labeling	throw	not	adj	nice	that	that	Mother	no do n't throw em that 's not nice cause you could hurt someone	32
learning	labeling	o	not	n	number	that	that	Mother	no that 's not numbers that 's the shape	32
learning	labeling	o	not	n	triangle	that	that	Mother	no that is not a triangle you silly	32
learning	labeling	o	n't	adj	able	they	they	Target_Child	they were n't able to sleep	36
learning	labeling	o	n't	n	Daddy	it	it	Target_Child	it was n't my Daddy	36
learning	labeling	o	not	n	Ross	that	that	Father	no that 's not right Ross	36
learning	labeling	o	not	adj	little	NONE	NONE	Target_Child	no but him is not little	36
learning	labeling	o	not	n	word	that	that	Father	that 's not a good word	36
learning	labeling	o	not	n	way	that	that	Father	that 's not the right way	36
learning	labeling	o	not	adj	true	it	it	Mother	no it 's not true	36
learning	labeling	o	not	n	underwear	that	that	Mother	that 's not his underwear it 's his football uniform	28
learning	labeling	o	not	pro	yours	this	this	Target_Child	this is not yours	28
learning	labeling	o	not	adj	hot	it	it	Target_Child	it 's not hot	28
learning	labeling	o	not	pro	what	you	you	Father	you 're not what	28
learning	labeling	o	not	pro	what	you	you	Mother	you 're not what anymore	28
learning	labeling	o	not	n	game	that	that	Mother	that 's not the game	28
learning	labeling	o	not	pro	yours	that	that	Target_Child	that 's not yours	28
learning	labeling	o	not	pro	mine	that	that	Father	no that 's not mine	28
learning	labeling	o	not	pro	it	that	that	Mother	that 's not nice is it	30
learning	labeling	o	not	adj	sure	I	I	Target_Child	I 'm not sure	30
learning	labeling	o	not	pro	it	that	that	Mother	that 's not a fork is it	30
learning	labeling	o	not	adj	old	you	you	Mother	you 're not old enough	30
learning	labeling	o	not	adj	handy	you	you	Mother	you 're not handy with names for things are you	30
learning	labeling	o	not	pro	it	it	it	Target_Child	it 's not fair is it	30
learning	labeling	o	n't	adj	important	it	it	Mother	it was n't important	30
learning	labeling	o	n't	pro	it	this	this	Mother	this is n't a very good zoo is it	30
learning	labeling	o	not	adj	sad	he	he	Target_Child	he 's not sad	30
learning	labeling	he	not	n	horse	's	be	Mother	he 's not very nice horse is he	30
learning	labeling	o	not	pro	that	it	it	Target_Child	and it 's not that	52
learning	labeling	get	no	n	house	I	I	Target_Child	although I have n't got there 's no houses there	52
learning	labeling	o	n't	n	Brighton	it	it	Mother	it was n't Brighton	52
learning	labeling	say	n't	adj	nice	Thomas	Thomas	Mother	and Thomas said that was n't very nice	52
learning	labeling	o	not	adj	hungry	I	I	Mother	I 'm not very hungry	18
learning	labeling	sure	n't	n	sister	Mwww	Mwww	Mother	are you sure Mwww and Mrs_gwww are n't sisters	18
learning	labeling	o	not	n	leaf	that	that	Target_Child	that 's not a leaf	36
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure	36
learning	labeling	o	not	adj	good	I	I	Mother	no I 'm not very good at drawing am I	36
learning	labeling	o	not	n	cook	he	he	Mother	he 's not a very good cook is he	36
learning	labeling	o	not	adj	good	she	she	Target_Child	she 's not better now and I jump over her	36
learning	labeling	o	not	n	compute	it	it	Mother	it 's not your computer darling	33
learning	labeling	o	not	pro	it	it	it	Mother	but it 's not is it	33
learning	labeling	o	not	n	bed	that	that	Mother	that 's not a bed	33
learning	labeling	o	not	adj	dirt	highchair	highchair	Target_Child	highchair is not dirty	33
learning	labeling	o	not	adj	dirt	highchair	highchair	Target_Child	highchair is not dirty	33
learning	labeling	o	not	adj	good	they	they	Mother	they 're not so good when you 're eating	33
learning	labeling	o	not	n	custard	it	it	Mother	it 's not custard	33
learning	labeling	o	not	adj	nice	it	it	Target_Child	it 's not very nice	33
learning	labeling	o	not	adj	nice	what	what	Mother	what 's not very nice love	33
learning	labeling	o	not	n	engine	it	it	Mother	it 's not a fire engine	33
learning	labeling	o	not	n	be	you	you	Mother	well you 're not being the best boy this morning Thomas are you	33
learning	labeling	o	not	n	be	you	you	Mother	you 're not being the bestest boy	33
learning	labeling	o	not	pro	one	that	that	Mother	that 's not a dirty one	33
learning	labeling	o	not	n	sock	those	those	Target_Child	those are not socks	36
learning	labeling	o	not	n	thing	that	that	Mother	that 's not a nice thing to say	36
learning	labeling	o	not	n	Peugeot	it	it	Father	it 's not a Peugeot	36
learning	labeling	go	n't	n	sandwich	I	I	Mother	I 'm going to put some cheese dunkers in your box because there is n't enough sandwiches pumpkin	36
learning	labeling	o	not	adj	upset	you	you	Father	you 're not upset	36
learning	labeling	o	not	n	baby	you	you	Father	you 're not a cry baby	36
learning	labeling	think	not	adj	sure	I	I	Mother	I think it 's in the big one but I 'm not sure	36
learning	labeling	o	not	adj	good	I	I	Mother	I 'm not very good at this one but I 'll try	28
learning	labeling	else	no	adj	good	it	it	Mother	because the rest 's too expensive or else it 's no good	28
learning	labeling	o	not	pro	he	he	he	Mother	he 's not there is he	28
learning	labeling	o	not	n	sore	it	it	Mother	it 's not too sore now	28
learning	labeling	o	not	adj	strong	I	I	Mother	I 'm not that strong	28
learning	labeling	o	not	n	go	you	you	Mother	you 're not going that way	32
learning	labeling	mean	not	n	go	you	you	Mother	what do you mean you 're not going that way it 's too dirty	32
learning	labeling	o	not	adj	nice	it	it	Mother	it 's not nice is it	32
learning	labeling	o	not	n	triangle	they	they	Mother	they 're not triangles	32
learning	labeling	o	not	n	horse	it	it	Mother	it 's not a horse	32
learning	labeling	o	not	n	box	it	it	Mother	it 's not a box is it	32
learning	labeling	o	not	n	Bertie	it	it	Mother	it 's not Bertie and the bus	32
learning	labeling	o	not	adj	ready	cake	cake	Mother	the cake 's not ready	32
learning	labeling	o	not	n	star	that	that	Mother	no that 's not a star	28
learning	labeling	o	not	adj	dark	it	it	Mother	it 's not dark brown is the color of wood	19
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure oh maybe he 's playing an instrument	31
learning	labeling	o	not	n	garbage	this	this	Target_Child	this is not garbage	31
learning	labeling	o	n't	n	Thomas	it	it	Mother	it is n't actually Thomas	31
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure	31
learning	labeling	o	n't	adj	sure	I	I	Mother	I was n't sure	31
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	31
learning	labeling	o	not	n	put	that	that	Mother	that 's not pleasant putting it through somebody's hair	31
learning	labeling	o	not	n	hairbrush	it	it	Mother	it 's not a hairbrush Thomas	31
learning	labeling	o	not	n	hairbrush	it	it	Mother	it 's not a hairbrush	31
learning	labeling	o	not	n	hairbrush	it	it	Mother	it 's not a hairbrush	31
learning	labeling	brush	not	adj	nice	it	it	Mother	do n't brush Dimitra's hair either because it 's not nice	31
learning	labeling	o	not	n	toothbrush	it	it	Mother	it 's not a toothbrush	31
learning	labeling	o	not	n	toothbrush	it	it	Mother	it 's not a toothbrush	31
learning	labeling	o	not	n	toothpaste	it	it	Mother	it 's not toothpaste	31
learning	labeling	o	not	n	elephant	it	it	Mother	it 's not an elephant	31
learning	labeling	o	not	n	knife	that	that	Target_Child	that 's not a knife	42
learning	labeling	o	n't	pro	mine	it	it	Mother	it was n't mine	31
learning	labeling	o	not	n	food	we	we	Target_Child	we 're not food	31
learning	labeling	o	not	n	honey	that	that	Mother	oh that 's not honey	31
learning	labeling	o	not	adj	edible	that	that	Target_Child	that 's not edible	31
learning	labeling	o	not	n	Mom	that	that	Target_Child	that 's not edible Mom	31
learning	labeling	o	n't	adj	hungry	he	he	Mother	now he was n't hungry anymore and he was n't a caterpillar anymore	55
learning	labeling	be	n't	n	caterpillar	he	he	Mother	now he was n't hungry anymore and he was n't a caterpillar anymore	55
learning	labeling	o	n't	n	frog	Donald	Donald	Mother	suddenly Donald was n't a frog anymore	55
learning	labeling	look	n't	pro	that	NONE	NONE	Mother	oh these are cool look at the paper that Helga brought is n't that cool	57
learning	labeling	o	not	adj	blue	it	it	Mother	it 's not blue it 's blank	57
learning	labeling	o	not	adj	sure	I	I	Mother	but I am not sure that Matty should go	57
learning	labeling	o	not	n	house	this	this	Mother	this is not a house but building your own when you have your own family	57
learning	labeling	o	n't	n	wear	you	you	Mother	if you were n't wearing anything like you did n't wan na we 'd be in a real mess now	30
learning	labeling	hand	not	n	sticky	you	you	Mother	you hands are not sticky anymore	30
learning	labeling	o	not	adj	hot	it	it	Mother	it 's not that hot	30
learning	labeling	o	not	pro	they	they	they	Mother	and they 're not really suitable are they for little fingers	30
learning	labeling	o	no	adj	good	that	that	Mother	that 's no good is	33
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not quite sure what it 's spos ta be	33
learning	labeling	be	no	n	water	you	you	Mother	be a bit funny to have a boat in there cause there 's no water have you	33
learning	labeling	o	not	n	acorn	it	it	Target_Child	it 's not a acorn	33
learning	labeling	o	not	adj	fun	that	that	Target_Child	that 's not funny	33
learning	labeling	o	not	pro	one	it	it	Target_Child	it 's not a one	33
learning	labeling	o	not	adj	scare	he	he	Target_Child	he 's not scary	33
learning	labeling	o	not	adj	scare	it	it	Mother	it 's not scary really is it	33
learning	labeling	go	not	adj	scare	you	you	Target_Child	just go you 're not scary	33
learning	labeling	o	not	pro	they	they	they	Mother	they 're not scary are they	33
learning	labeling	o	not	adj	silly	I	I	Target_Child	I 'm not silly	33
learning	labeling	o	n't	pro	me	NONE	NONE	Mother	was n't me	33
learning	labeling	o	n't	n	Jwww	it	it	Target_Child	it was n't Jwww	33
learning	labeling	o	not	adj	cheek	I	I	Target_Child	I 'm not cheeky	33
learning	labeling	o	not	adj	right	that	that	Mother	that 's not right is it	33
learning	labeling	o	not	n	Silly_Billy	you	you	Target_Child	you are not Silly_Billy	33
learning	labeling	o	not	pro	they	they	they	Mother	they 're not are they	33
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure how long	13
learning	labeling	o	not	n	truck	it	it	Mother	it 's not the trucks	13
learning	labeling	o	not	pro	yours	that	that	Mother	that 's not yours	13
learning	labeling	o	n't	adj	polite	it	it	Target_Child	it was n't very polite to tell big bird that his nest was all full of sticks	72
learning	labeling	o	n't	n	school	today	today	Target_Child	no today is n't school	72
learning	labeling	o	n't	n	chocolate	it	it	Target_Child	no it was n't chocolate it might be your favorite kind	72
learning	labeling	o	not	n	stick	it	it	Father	it 's not a sticker Mark	72
learning	labeling	o	not	n	down	it	it	Target_Child	it 's not too far down is it	57
learning	labeling	sure	n't	n	troll	NONE	NONE	Target_Child	daddy are you sure there is n't any trolls any more now what he says	48
learning	labeling	o	not	adj	nice	he	he	Target_Child	he 's not nice	48
learning	labeling	agree	n't	n	idea	everybody	everybody	Target_Child	everybody agreed that it was n't a bad idea at all	48
learning	labeling	o	n't	adj	sour	it	it	Mother	maybe it was n't sour enough	15
learning	labeling	o	not	n	cheese	that	that	Mother	oh that 's not cheese that 's butter honey	15
learning	labeling	o	n't	n	breakfast	NONE	NONE	Mother	that was n't much breakfast for you	15
learning	labeling	o	n't	n	car	noise	noise	Mother	oh that noise was n't car	15
learning	labeling	o	not	adj	hungry	you	you	Mother	you 're not hungry anymore huh	15
learning	labeling	sure	n't	n	house	it	it	Mother	are you sure it was n't Elsie_Grandma house	34
learning	labeling	o	not	adj	yum	it	it	Target_Child	it 's not yummy	34
learning	labeling	o	not	adj	yum	it	it	Target_Child	it 's not yummy	34
learning	labeling	o	not	adj	old	they	they	Mother	they 're not old enough	59
learning	labeling	o	not	n	plate	it	it	Mother	it 's not a big plate it 's a medium size plate	46
learning	labeling	o	not	n	plate	it	it	Mother	it 's not a big size plate it 's a medium size plate	46
learning	labeling	o	not	n	Chi	you	you	Mother	no you 're not Chi	46
learning	labeling	be	no	n	zoo	it	it	Mother	we 've been to other farms where it 's not like there 's no zoo but	24
learning	labeling	o	not	pro	more	it	it	Mother	it 's not funny any more	56
learning	labeling	o	not	pro	one	it	it	Target_Child	but it 's not that one	56
learning	labeling	o	not	adj	bush	that	that	Target_Child	because that 's not really bushy	56
learning	labeling	o	not	n	tail	that	that	Target_Child	well that 's not my tail	56
learning	labeling	o	not	n	reindeer	I	I	Target_Child	I 'm not a reindeer	56
learning	labeling	o	not	n	thing	it	it	Mother	but sometimes it 's not always big things that are the most beautiful	56
learning	labeling	o	not	n	Thomas	I	I	Target_Child	I 'm not Thomas	56
learning	labeling	o	n't	n	Holly	she	she	Target_Child	she is n't Holly	56
learning	labeling	o	not	n	boy	we	we	Mother	we 're not a very happy boy Daddy	56
learning	labeling	o	not	adj	wrong	it	it	Target_Child	so it 's not wrong	56
learning	labeling	o	not	n	character	I	I	Target_Child	I 'm not a character	56
learning	labeling	o	not	n	innkeeper	I	I	Target_Child	I 'm not a innkeeper	56
learning	labeling	o	not	n	innkeeper	toys	toy	Target_Child	all my toys are not the innkeeper	56
learning	labeling	o	not	n	circle	that	that	Target_Child	that 's not a circle	56
learning	labeling	o	not	n	circle	that	that	Target_Child	that 's not a circle Jeannine	56
learning	labeling	o	not	n	circle	that	that	Target_Child	and that 's not a circle	56
learning	labeling	run	no	n	room	you	you	Mother	you 're running out of room there 's no more room look	39
learning	labeling	o	not	n	necklace	it	it	Mother	well it is not a necklace yet you have to put beads on it	39
learning	labeling	o	not	n	donut	that	that	Mother	that 's not a donut that 's a do n't you put that in your mouth	39
learning	labeling	set	not	adj	big	it	it	Mother	set em up nice so it 's not a big	39
learning	labeling	o	n't	adj	Mummy	this	this	Mother	no this is n't Mummy's	25
learning	labeling	o	not	adj	sure	I	I	Mother	yeah I 'm not quite sure what happened to your tower	25
learning	labeling	o	not	pro	one	that	that	Mother	that 's not the sticky one	25
learning	labeling	o	not	pro	it	that	that	Mother	that 's not your toast is it	25
learning	labeling	o	n't	pro	it	this	this	Mother	this is n't the honey one is it	25
learning	labeling	think	not	adj	sure	I	I	Mother	I think she thinks I 'm not sure I think she 's using slowly for anytime something gets off of something	14
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure	14
learning	labeling	o	not	adj	nice	you	you	Mother	you 're not nice	30
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	30
learning	labeling	o	n't	n	mother	it	it	Mother	but it was n't her mother that miss spider saw	26
learning	labeling	o	n't	n	mother	it	it	Mother	it was n't her mother that miss spider saw	26
learning	labeling	boy	not	adj	nice	he	he	Mother	well that 's an older boy and he 's not very nice	26
learning	labeling	o	not	adj	good	that	that	Mother	that 's not so good for your teeth is it	26
learning	labeling	o	not	adj	dumb	I	I	Mother	I 'm not dumb	26
learning	labeling	o	not	adj	white	this	this	Target_Child	this is not white	35
learning	labeling	o	n't	n	dime	NONE	NONE	Mother	that was n't a dime	34
learning	labeling	o	not	n	daddy	that	that	Mother	that 's not daddy	24
learning	labeling	o	not	n	cow	it	it	Mother	no it 's not a cow	24
learning	labeling	o	not	n	tractor	it	it	Mother	it 's not a tractor	26
learning	labeling	o	n't	pro	one	choc_choc	choc_choc	Mother	choc_choc was n't one of the things I asked you	26
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	26
learning	labeling	o	not	adj	nice	it	it	Mother	it 's not nice to throw him on the floor either is it	26
learning	labeling	o	not	adj	blue	it	it	Mother	it 's not blue	26
learning	labeling	o	not	n	boy	that	that	Mother	that 's not a nice boy is it	26
learning	labeling	o	n't	adj	born	you	you	Mother	you were n't born yet	34
learning	labeling	o	n't	adj	wet	he	he	Target_Child	he is n't wet	31
learning	labeling	o	n't	n	catfood	NONE	NONE	Target_Child	that is n't Whiskas catfood	31
learning	labeling	o	n't	n	Whiskas	it	it	Target_Child	it is n't Whiskas	31
learning	labeling	o	not	n	catfood	that	that	Mother	that 's not catfood	31
learning	labeling	o	not	n	baby	you	you	Mother	you 're not a baby	31
learning	labeling	o	n't	n	baby	girls	girl	Mother	little girls are n't babys are they	31
learning	labeling	o	not	n	doll	I	I	Mother	I 'm not sure dolly has any shoes does she	31
learning	labeling	o	not	pro	it	that	that	Mother	that 's not a spider is it	31
learning	labeling	o	not	adj	dirt	you	you	Mother	you 're not smelly dirty	27
learning	labeling	o	not	n	Dipsy	that	that	Mother	that 's not Dipsy	27
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not sure whether he 's saying mine	27
learning	labeling	think	no	n	mind	I	I	Mother	or I think it 's no mind meaning move it	27
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice	27
learning	labeling	o	not	adj	nice	that	that	Mother	that 's not nice is it	27
learning	labeling	o	not	n	Mummy	that	that	Mother	that 's not Mummy	27
learning	labeling	o	not	n	train	that	that	Mother	that 's not a train is it	27
learning	labeling	o	not	n	train	it	it	Mother	it 's not a train	27
learning	labeling	o	not	n	cow	it	it	Mother	it 's not a cow	49
learning	labeling	o	not	n	crisp	that	that	Mother	that 's not crisps	23
learning	labeling	o	not	adj	pig	that	that	Mother	that 's not a piggy	23
learning	labeling	o	not	adj	good	that	that	Mother	that 's not good	13
learning	labeling	o	not	adj	good	that	that	Mother	that 's not good	13
learning	labeling	o	not	n	phone	that	that	Mother	that 's not a phone	13
learning	labeling	o	not	n	phone	t	it	Mother	t 's not a phone	13
learning	labeling	o	not	adj	proper	it	it	Mother	it 's not proper to point	13
learning	labeling	o	n't	pro	mine	one	one	Child	that one is n't mine	30
learning	labeling	o	not	adj	horrible	she	she	Father	but she 's not really horrible	34
learning	labeling	think	not	adj	sure	I	I	Mother	you know who I think is a skunk honey I 'm not sure	20
learning	labeling	o	not	n	apple	he	he	Mother	no he 's not an apple	20
learning	labeling	o	n't	adj	nice	NONE	NONE	Mother	hm that was n't very nice	20
learning	labeling	o	not	n	place	that	that	Mother	that 's not a good place for it	20
learning	labeling	o	not	n	scissors	it	it	Mother	no it 's not scissors	24
learning	labeling	now	not	adj	warm	it	it	Mother	not now because it 's not very warm	24
learning	labeling	o	n't	n	idea	NONE	NONE	Mother	that is n't a good idea is it	24
learning	labeling	surprise	no	n	space	I	I	Mother	I 'm not surprised you 're walking on them there 's no space is there	24
learning	labeling	o	no	n	fun	that	that	Mother	that 's no fun	24
learning	labeling	o	not	n	hole	that	that	Mother	that 's not a key hole	24
learning	labeling	o	not	adj	clean	these	these	Mother	these are not very clean are they	31
learning	labeling	o	not	n	cassette	it	it	Mother	it 's not a cassette that actually plays	31
learning	labeling	o	not	adj	sure	I	I	Mother	I 'm not quite sure where he 's gone	31
learning	labeling	o	not	n	apple	that	that	Mother	no that 's not a real apple	30
learning	labeling	early	not	n	bunny	that	that	Mother	then suddenly he remembered what Sam had said earlier that 's not a baby bunny	30
learning	labeling	o	not	pro	more	it	it	Target_Child	because it 's not small any more	30
learning	labeling	o	not	adj	small	it	it	Mother	it 's not small any more that 's right how 'd it get so big	30
learning	labeling	o	not	n	bunny	it	it	Mother	but no it was not a mother bunny at all the thief was Blackfinger wolf the wicked supermarket robber who is that	30
learning	labeling	be	no	n	snow	that	that	Mother	that 's right so there 's no snow there so they got the thieves	30
learning	labeling	o	not	n	Cindy	that	that	Target_Child	mm that 's not Cindy that 's my cousin Lisa	30
learning	labeling	o	not	n	Cindy	that	that	Target_Child	that 's not Cindy	30
learning	labeling	o	not	n	bong	it	it	Target_Child	no it 's not not dangerous bonk uhoh bong	30
learning	labeling	o	not	n	thing	he	he	Target_Child	because he 's not thing yet	30
learning	labeling	o	not	n	milk	that	that	Father	that s not really chocolate milk	24
learning	labeling	o	not	adj	good	he	he	Target_Child	he 's not good	51
learning	labeling	o	not	adj	old	I	I	Target_Child	I 'm not ten years old	51
learning	labeling	o	not	adj	constructive	that	that	Mother	that 's not very constructive	22
learning	labeling	o	not	n	cow	it	it	Mother	no it 's not a cow	22
learning	labeling	o	not	pro	it	it	it	Mother	it 's not here is it	22
learning	labeling	o	not	n	duck	it	it	Mother	it 's not a baby duck	22
learning	labeling	o	not	n	tiger	it	it	Mother	it 's not a tiger	22
learning	labeling	o	not	n	duck	it	it	Mother	it 's not a duck	22
learning	labeling	o	not	adj	good	he	he	Mother	he 's not very good at things like that	22
learning	labeling	o	not	adj	good	rabbit	rabbit	Mother	rabbit 's not very good at animals so you 'll haf ta tell him what they are	22
learning	labeling	o	not	n	car	it	it	Mother	it 's not a car	22
learning	labeling	o	n't	n	dress	NONE	NONE	Mother	is n't that a pretty dress	22
learning	labeling	o	not	n	plane	it	it	Mother	no it 's not a plane	22
learning	labeling	o	not	n	hat	it	it	Mother	it 's not Warren's hat	22
learning	labeling	o	not	adj	bad	driving	drive	Mother	your Granddad's driving 's not that bad that you haf ta wear a crash helmet though is it	22
learning	labeling	o	not	n	hat	that	that	Mother	that 's not a hat	22
learning	labeling	realize	not	adj	sure	Ross	Ross	Mother	and as_soon_as Ross realized that I 'm not sure this is such a good story	16
learning	labeling	agree	n't	adj	interesting	I	I	Father	I agree it was n't that interesting	16
learning	labeling	o	not	n	taperecorder	that	that	Father	oh that 's not a taperecorder	16
learning	labeling	o	not	n	Mama	she	she	Mother	she 's not a Mama	23
learning	labeling	o	not	n	Mama	that	that	Mother	that 's not a Mama	23
learning	labeling	o	not	n	baba	you	you	Mother	you 're not a baba	23
learning	labeling	o	not	n	baba	she	she	Mother	she 's not a baba	23
learning	labeling	o	not	n	horse	that	that	Mother	that 's not a horse	23
learning	labeling	o	not	adj	yellow	that	that	Mother	that 's not yellow	23
