Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh no I 'll do it you do n't know how	39
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know how	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Eleanor will be going to take Alfie for a walk then	36
theory of mind	epistemic	know	n't	did	do	NONE	NONE	Target_Child	she lost her sheep and did n't know where to find them	36
theory of mind	epistemic	remember	n't	do	do	you	you	Father	you do n't remember	36
theory of mind	epistemic	think	n't	do	do	we	we	Mother	I 'll just hold this for you because I do n't think we should press on there	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	so I do n't think we can press on that	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what it is really	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what that is darling	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	well I do n't know what you want Ruth	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that looks like juice darling	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Daddy wants his done	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she needs any	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she needs any darling	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	does	do	Mommy	Mommy	Mother	Mommy does n't know how to do that	40
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the floor tastes very good	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	oh I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	oh I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	oh I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	oh I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	but the red engine I do n't know what happened to it	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	oh I do n't think it comes off	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the dolly would like that	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know yesterday we got home at three o'clock	57
theory of mind	epistemic	know	n't	do	do	I	I	Father	boy this guy Cordero keeps winning I do n't know how he 's winning this many races	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if you can go or not	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know he 'll probably borrow money from one of the teachers an get lunch or not eat lunch	57
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	57
theory of mind	epistemic	know	n't	do	do	I	I	Father	I I really do n't know	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know of any clay animals are gon na be in the ci	57
theory of mind	epistemic	know	n't	do	do	you	you	Target_Child	it was twice you asked me I do n't know if anybody's clay animals is gon na be in it because my clown made out_of clay you know that do n't you	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	57
theory of mind	epistemic	know	not	do	do	I	I	Target_Child	I do not know Andrena's last name	57
theory of mind	epistemic	know	n't	did	do	you	you	Father	when I grew up you did n't know any of your teachers by their first names	57
theory of mind	epistemic	know	n't	do	do	you	you	Father	now you kids do n't even you do n't you do n't know any of your teacher's last names	57
theory of mind	epistemic	think	n't	ca	can	I	I	Father	a I ca n't think of what else	57
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know why you would say that about our block you know	57
theory of mind	epistemic	know	n't	do	do	you	you	Father	you do n't know anything about publications on your on your work right	57
theory of mind	epistemic	know	n't	did	do	I	I	Child	I did n't know that you had a microphones	57
theory of mind	epistemic	remember	no	NONE	NONE	we	we	Child	remember we got ta put our palms down if we 're gon na go no	57
theory of mind	epistemic	know	n't	do	do	I	I	Child	I do n't know	57
theory of mind	epistemic	know	n't	did	do	we	we	Child	we did n't know if that we had black block	57
theory of mind	epistemic	know	n't	do	do	you	you	Target_Child	you do n't know that much about the secrets	57
theory of mind	epistemic	know	n't	do	do	what	what	Mother	oh you know what 's do n't know if you feel like snacking on that kind of thing there 's a few pieces of chicken left over from last night	57
theory of mind	epistemic	think	n't	did	do	I	I	Mother	well I did n't think you were gon na use it for anything	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I know this is I do n't know I really do n't know what 's wrong	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I know this is I do n't know I really do n't know what 's wrong	57
theory of mind	epistemic	think	n't	would	will	you	you	Father	but even small kids that you would not expect to to responds to this kind of you would n't think at first they would need this kind of	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	well if you I do n't know where it is	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where it is	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	57
theory of mind	epistemic	think	n't	do	do	I	I	Father	I do n't think it 's you know	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	57
theory of mind	epistemic	remember	n't	ca	can	I	I	Father	they were that that I could n't eat I ca n't remember what I could eat	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know maybe Howard	57
theory of mind	epistemic	know	n't	do	do	you	you	Father	well you you you are laughing but these greens are delicious honey you just do n't know	57
theory of mind	epistemic	know	n't	do	do	I	I	Child	I do n't know	57
theory of mind	epistemic	think	n't	NONE	NONE	she	she	Father	she was probably playing and she was n't thinking about what she was doing	57
theory of mind	epistemic	remember	n't	do	do	you	you	Mother	yes you do you do n't remember you have n't seem him for a long time	57
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so either	57
theory of mind	epistemic	know	n't	do	do	I	I	Child	I do n't know	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	57
theory of mind	epistemic	know	n't	did	do	you	you	Target_Child	oh you did n't know Melissa was a dumb dumb	57
theory of mind	epistemic	think	n't	do	do	I	I	Mother	yeah I I do n't think you want I do n't think you 're prepared to go up to your room	57
theory of mind	epistemic	think	n't	do	do	I	I	Mother	yeah I I do n't think you want I do n't think you 're prepared to go up to your room	57
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you made that	57
theory of mind	epistemic	know	n't	do	do	I	I	Father	well I do n't know whether it was grasshoppers too	57
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you can even eat that many	57
theory of mind	epistemic	think	n't	ca	can	you	you	Target_Child	you ca n't think you 're dumb if you say that you can think you are contaskify dumb retardo	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know Melissa just help yourself to a pork chop and sit down	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why when people say that to you	57
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	57
theory of mind	epistemic	think	n't	did	do	I	I	Mother	I did n't think we were making a tunnel for the trains	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 'll fit on	31
theory of mind	epistemic	think	not	NONE	NONE	you	you	Mother	do you not think it 's big enough now	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know sweetheart	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if you 'll be up for it	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know just oh	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	64
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	64
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	64
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	64
theory of mind	epistemic	think	n't	did	do	I	I	Mother	I did n't think so	64
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you 're looking at poppet	26
theory of mind	epistemic	remember	n't	ca	can	NONE	NONE	Mother	ca n't remember the rest	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I 'll do that again Thomas	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what 's making more noise	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	actually I do n't think it is on the wall	26
theory of mind	epistemic	think	n't	ca	can	I	I	Mother	I go to it every day and I just ca n't think	26
theory of mind	epistemic	think	n't	do	do	it	it	Mother	but I do n't think it 's the first thing you should say when she walks through the door Thomas	26
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	oh do n't know	26
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know who that is	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	but I do n't know where the rest are	26
theory of mind	epistemic	think	n't	do	do	we	we	Mother	well let 's try one that perhaps we do n't think we 're going to sell on the stall	26
theory of mind	epistemic	know	n't	did	do	we	we	Mother	and we did n't know Purdie was there	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think we quite hit her but it frightened her did n't it	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there 's quite enough to tie a bag	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think we can use the green ribbon can we	26
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Mother	do n't think she needs to put them in a tray to get them where she 's taking them	26
theory of mind	epistemic	know	n't	do	do	mouse	mouse	Mother	old Mickey mouse do n't know how to drive	26
theory of mind	epistemic	know	n't	did	do	I	I	Mother	oh I did n't know that opened	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where your mommy 's at	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know which one	19
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you to tell Caroline that Nicole	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they are good girls	28
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Mother	do n't think there is	28
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know what that shape 's spos ta be anyway	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I 've made you a cup of tea and I do n't think you 've had a sip yet	28
theory of mind	epistemic	know	n't	do	do	there	there	Mother	there is a second verse as_well but I do n't know that	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	actually I do n't know what to do to put it back together again	28
theory of mind	epistemic	know	n't	do	do	we	we	Mother	we do n't know a song about a train do we	28
theory of mind	epistemic	know	n't	do	do	I	I	Father	well I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know what one of those is pie	35
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know where they are	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	33
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know how to do them	33
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know where it is do we	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where it is	33
theory of mind	epistemic	know	not	NONE	NONE	he	he	Mother	did he not know that the sun was there	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that really goes there do you	28
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	28
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that 's yellow	28
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that car is broken	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	and I do n't think you 've done that jigsawpuzzle	31
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you have n't see it yet but I do n't know where it is now	31
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that fits does it	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it goes there do you	31
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Mother	do n't think that 's right	31
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if it will	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know darling	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	but I do n't think we got juice on too many things	27
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	27
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she 'll be out all that long Thomas	27
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	27
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she would like that very much Thomas	27
theory of mind	epistemic	think	n't	do	do	I	I	Mother	but I do n't think there is	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what it 's doing there	27
theory of mind	epistemic	think	n't	do	do	I	I	Mother	well I do n't think so Thomas	27
theory of mind	epistemic	think	n't	ca	can	I	I	Mother	I ca n't think that Daddy would have said anything about one at a time when you were eating coleslaw	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where Jwww and Kwww have gone	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	34
theory of mind	epistemic	know	n't	do	do	we	we	Mother	but we do n't know where they are	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where your lego blocks are	34
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know where Maisie is though do you	34
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	20
theory of mind	epistemic	know	n't	do	do	I	I	Mother	say I do n't know Mot	20
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know Mot	20
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	20
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	27
theory of mind	epistemic	remember	n't	ca	can	I	I	Father	I ca n't remember what the occasion was but it was n't Christmas	34
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know why	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I fib all the time I do n't know it	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what my school bus name is	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know why	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	mm I do n't know what this is	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	no I do n't know what it is	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know do you	48
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know what that is	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what his name is	48
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	and if it goes fast I do n't know if they 'll fall out if they 're in the seat belt	48
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know it kind of looks like Bloat a little bit but maybe not so much	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	well I do n't think it 's dirty but it does n't have any filling and it makes it a little less exciting huh	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	well I do n't know where his uncle Harry is but this is the painting that his uncle Harry made	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know Mommy	34
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Child	I do n't know what	32
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	51
theory of mind	epistemic	know	n't	does	do	room	room	Target_Child	because our room does n't know any better	51
theory of mind	epistemic	know	n't	does	do	you	you	Target_Child	did n't you know that a boy's boy's room does n't know any better	51
theory of mind	epistemic	know	n't	did	do	I	I	Father	no I did n't know that	51
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know where is	46
theory of mind	epistemic	know	n't	did	do	I	I	Mother	and I did n't know	46
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	I ca n't remember	46
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know what we were talking about and stupid old things	46
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	46
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know the story of Jurassic_Park	46
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	46
theory of mind	epistemic	know	n't	do	do	I	I	Mother	and I do n't know when these are coming	46
theory of mind	epistemic	know	n't	does	do	Mommy	Mommy	Mother	because Mommy does n't know what the heck she 's doing	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you have a green car	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you have green honey	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why it keeps falling	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	now these spiders do n't fit right I do n't know why	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Mommy put enough water	26
theory of mind	epistemic	know	n't	do	do	these	these	Mother	now we 're gon na put them in there and we 're gon na dry them and these do n't dry right I do n't know why	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know	64
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	64
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	something that I do n't know	64
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that is going to stay up	64
theory of mind	epistemic	think	n't	did	do	I	I	Mother	oh I did n't think that was going to stay up	64
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	64
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she wants to play with anything	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he 'll fit on there Nicole	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the giraffe will fit either	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there is any cake	26
theory of mind	epistemic	think	n't	did	do	I	I	Mother	I did n't think you liked those	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Lucky does that	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	oh I do n't think that was a very good one was it	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	33
theory of mind	epistemic	know	not	NONE	NONE	I	I	Target_Child	I not know what Dimitra's called	34
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know what Dimitra's called	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so Bob	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I 'll get home	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know	34
theory of mind	epistemic	remember	n't	ca	can	I	I	Target_Child	ah I ca n't remember	34
theory of mind	epistemic	remember	n't	ca	can	you	you	Mother	you ca n't remember	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know either	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	34
theory of mind	epistemic	think	n't	do	do	we	we	Mother	is this yours or ours because we have one of those but I do n't think we took it out today have we	34
theory of mind	epistemic	think	n't	do	do	we	we	Mother	we do have one but I do n't think we 've had it out today	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you could roast that kind on the camp fire	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	you	you	Father	you do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	some goldfish and I do n't know what else	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	to tell the truth I do n't know why	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	no I do n't think so	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	think	n't	do	do	you	you	Mother	you do n't think they 're very nice	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Father	well if I do it then I do n't know if you can do it	43
theory of mind	epistemic	think	n't	do	do	I	I	Father	oh I do n't think I can fix the tires	43
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	43
theory of mind	epistemic	think	n't	do	do	you	you	Father	you do n't think so	43
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	because I do n't know where it is	43
theory of mind	epistemic	think	n't	do	do	I	I	Father	I do n't think so	43
theory of mind	epistemic	know	n't	do	do	I	I	Father	but I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	36
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	36
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it goes there yet does it	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	remember	n't	do	do	I	I	Mother	but I do n't remember where	36
theory of mind	epistemic	know	n't	do	do	you	you	Target_Child	you do n't know where he is either Lwww	36
theory of mind	epistemic	remember	n't	does	do	Lwww	Lwww	Mother	Lwww does n't remember either	36
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 's in here either	36
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so but I 'll have a look	36
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	36
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it does does it	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	but I do n't know it	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know it either	36
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	but I ca n't remember where	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why are you standing on the pieces	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know I ca n't find it actually	36
theory of mind	epistemic	think	n't	do	do	you	you	Mother	you do n't think it 's too small for you	36
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	60
theory of mind	epistemic	know	n't	did	do	I	I	Target_Child	but I did n't know what it was	60
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	49
theory of mind	epistemic	know	n't	do	do	I	I	Mother	well I do n't know I guess that the cat jumped on his head	49
theory of mind	epistemic	know	n't	do	do	we	we	Target_Child	because we do n't know how	49
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	49
theory of mind	epistemic	think	n't	do	do	I	I	Father	no I do n't think you are	33
theory of mind	epistemic	know	n't	do	do	you	you	Father	you do n't know	33
theory of mind	epistemic	think	n't	do	do	I	I	Father	I do n't think so	33
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know who that is	33
